时间戳,温湿度传感器ID,位置,温度,湿度,PM2.5,预警状态
2025-04-22 09:00:00,SENS003,生产区A,29.4,44.7,41.0,温度偏高|PM2.5超标
2025-04-22 09:00:00,SENS004,质检区,25.2,43.6,22.0,正常
2025-04-22 09:00:00,SENS005,生产区A,26.8,48.1,23.7,正常
2025-04-22 09:00:00,SENS006,质检区,27.0,43.1,36.6,PM2.5超标
2025-04-22 09:00:00,SENS007,质检区,26.2,52.0,36.7,PM2.5超标
2025-04-22 09:00:00,SENS008,生产区B,23.6,51.9,43.8,PM2.5超标
2025-04-22 10:00:00,SENS001,生产区B,25.8,46.7,38.1,PM2.5超标
2025-04-22 10:00:00,SENS002,生产区A,29.0,44.6,45.3,温度偏高|PM2.5超标
2025-04-22 10:00:00,SENS003,生产区A,26.5,43.2,30.7,正常
2025-04-22 10:00:00,SENS004,质检区,25.5,42.4,30.6,正常
2025-04-22 10:00:00,SENS005,生产区A,26.9,45.6,10.8,正常
2025-04-22 10:00:00,SENS006,质检区,23.2,41.8,28.2,正常
2025-04-22 10:00:00,SENS007,质检区,23.8,51.2,28.7,正常
2025-04-22 10:00:00,SENS008,生产区B,23.5,45.2,12.5,正常
2025-04-22 11:00:00,SENS001,生产区B,23.1,50.0,28.4,正常
2025-04-22 11:00:00,SENS002,生产区A,25.7,47.2,23.7,正常
2025-04-22 11:00:00,SENS003,生产区A,27.2,49.7,22.5,正常
2025-04-22 11:00:00,SENS004,质检区,23.5,45.4,21.2,正常
2025-04-22 11:00:00,SENS005,生产区A,27.0,49.3,27.3,正常
2025-04-22 11:00:00,SENS006,质检区,23.8,40.5,36.5,PM2.5超标
2025-04-22 11:00:00,SENS007,质检区,24.8,43.8,41.2,PM2.5超标
2025-04-22 11:00:00,SENS008,生产区B,22.4,45.0,26.5,正常
2025-04-22 12:00:00,SENS001,生产区B,24.5,45.9,45.7,PM2.5超标
2025-04-22 12:00:00,SENS002,生产区A,25.8,40.6,32.4,正常
2025-04-22 12:00:00,SENS003,生产区A,24.4,47.8,48.9,PM2.5超标
2025-04-22 12:00:00,SENS004,质检区,24.1,41.4,24.5,正常
2025-04-22 12:00:00,SENS005,生产区A,24.5,45.1,32.8,正常
2025-04-22 12:00:00,SENS006,质检区,21.5,44.2,34.1,正常
2025-04-22 12:00:00,SENS007,质检区,22.8,41.5,47.0,PM2.5超标
2025-04-22 12:00:00,SENS008,生产区B,22.3,49.0,18.3,正常
2025-04-22 13:00:00,SENS001,生产区B,21.4,40.6,23.7,正常
2025-04-22 13:00:00,SENS002,生产区A,26.2,49.9,44.7,PM2.5超标
2025-04-22 13:00:00,SENS003,生产区A,25.6,47.6,38.7,PM2.5超标
2025-04-22 13:00:00,SENS004,质检区,23.6,48.8,16.2,正常
2025-04-22 13:00:00,SENS005,生产区A,23.5,47.4,13.0,正常
2025-04-22 13:00:00,SENS006,质检区,23.9,49.7,31.1,正常
2025-04-22 13:00:00,SENS007,质检区,22.7,47.3,26.7,正常
2025-04-22 13:00:00,SENS008,生产区B,23.3,48.5,15.7,正常
2025-04-22 14:00:00,SENS001,生产区B,20.4,44.2,11.5,正常
2025-04-22 14:00:00,SENS002,生产区A,23.2,47.1,44.1,PM2.5超标
2025-04-22 14:00:00,SENS003,生产区A,23.4,46.2,37.5,PM2.5超标
2025-04-22 14:00:00,SENS004,质检区,20.6,45.6,45.2,PM2.5超标
2025-04-22 14:00:00,SENS005,生产区A,24.5,43.6,36.6,PM2.5超标
2025-04-22 14:00:00,SENS006,质检区,23.3,50.4,13.9,正常
2025-04-22 14:00:00,SENS007,质检区,21.9,48.7,33.2,正常
2025-04-22 14:00:00,SENS008,生产区B,19.6,50.1,43.1,PM2.5超标
2025-04-22 15:00:00,SENS001,生产区B,22.9,47.9,35.9,PM2.5超标
2025-04-22 15:00:00,SENS002,生产区A,24.4,46.7,12.4,正常
2025-04-22 15:00:00,SENS003,生产区A,22.3,52.0,27.4,正常
2025-04-22 15:00:00,SENS004,质检区,20.4,51.9,14.2,正常
2025-04-22 15:00:00,SENS005,生产区A,23.4,51.7,37.1,PM2.5超标
2025-04-22 15:00:00,SENS006,质检区,19.0,44.3,36.0,PM2.5超标
2025-04-22 15:00:00,SENS007,质检区,20.4,47.4,44.8,PM2.5超标
2025-04-22 15:00:00,SENS008,生产区B,19.2,50.4,18.1,正常
2025-04-22 16:00:00,SENS001,生产区B,20.2,50.1,26.4,正常
2025-04-22 16:00:00,SENS002,生产区A,25.1,51.7,21.9,正常
2025-04-22 16:00:00,SENS003,生产区A,24.8,54.0,48.8,PM2.5超标
2025-04-22 16:00:00,SENS004,质检区,21.7,53.2,44.8,PM2.5超标
2025-04-22 16:00:00,SENS005,生产区A,24.8,54.0,41.1,PM2.5超标
2025-04-22 16:00:00,SENS006,质检区,19.2,47.9,40.9,PM2.5超标
2025-04-22 16:00:00,SENS007,质检区,21.4,49.6,32.9,正常
2025-04-22 16:00:00,SENS008,生产区B,18.9,53.8,43.2,PM2.5超标
2025-04-22 17:00:00,SENS001,生产区B,20.5,53.4,20.7,正常
2025-04-22 17:00:00,SENS002,生产区A,23.3,49.1,32.4,正常
2025-04-22 17:00:00,SENS003,生产区A,22.9,55.5,33.0,正常
2025-04-22 17:00:00,SENS004,质检区,21.7,52.0,49.6,PM2.5超标
2025-04-22 17:00:00,SENS005,生产区A,21.3,51.5,12.9,正常
2025-04-22 17:00:00,SENS006,质检区,19.6,55.7,26.7,正常
2025-04-22 17:00:00,SENS007,质检区,18.7,51.8,44.6,PM2.5超标
2025-04-22 17:00:00,SENS008,生产区B,18.4,50.9,43.4,PM2.5超标
2025-04-22 18:00:00,SENS001,生产区B,18.9,52.6,39.9,PM2.5超标
2025-04-22 18:00:00,SENS002,生产区A,24.6,53.4,24.0,正常
2025-04-22 18:00:00,SENS003,生产区A,21.4,56.6,48.9,PM2.5超标
2025-04-22 18:00:00,SENS004,质检区,21.8,56.9,16.6,正常
2025-04-22 18:00:00,SENS005,生产区A,24.9,54.6,12.5,正常
2025-04-22 18:00:00,SENS006,质检区,21.4,53.8,34.3,正常
2025-04-22 18:00:00,SENS007,质检区,21.6,55.9,37.2,PM2.5超标
2025-04-22 18:00:00,SENS008,生产区B,19.8,50.4,49.0,PM2.5超标
2025-04-22 19:00:00,SENS001,生产区B,22.0,60.0,14.1,正常
2025-04-22 19:00:00,SENS002,生产区A,22.9,59.3,24.0,正常
2025-04-22 19:00:00,SENS003,生产区A,21.8,57.4,31.7,正常
2025-04-22 19:00:00,SENS004,质检区,19.3,58.1,29.4,正常
2025-04-22 19:00:00,SENS005,生产区A,22.2,60.9,27.7,正常
2025-04-22 19:00:00,SENS006,质检区,19.1,59.9,25.3,正常
2025-04-22 19:00:00,SENS007,质检区,21.9,57.3,26.4,正常
2025-04-22 19:00:00,SENS008,生产区B,21.6,59.9,16.2,正常
2025-04-22 20:00:00,SENS001,生产区B,21.8,57.2,19.5,正常
2025-04-22 20:00:00,SENS002,生产区A,21.7,64.9,35.4,PM2.5超标
2025-04-22 20:00:00,SENS003,生产区A,24.4,59.0,33.7,正常
2025-04-22 20:00:00,SENS004,质检区,21.1,60.3,15.7,正常
2025-04-22 20:00:00,SENS005,生产区A,24.7,56.1,13.3,正常
2025-04-22 20:00:00,SENS006,质检区,20.7,59.5,29.3,正常
2025-04-22 20:00:00,SENS007,质检区,22.0,62.8,33.2,正常
2025-04-22 20:00:00,SENS008,生产区B,19.0,62.2,10.1,正常
2025-04-22 21:00:00,SENS001,生产区B,19.5,65.0,13.5,正常
2025-04-22 21:00:00,SENS002,生产区A,22.8,59.9,13.9,正常
2025-04-22 21:00:00,SENS003,生产区A,25.7,62.0,33.0,正常
2025-04-22 21:00:00,SENS004,质检区,19.9,58.8,23.6,正常
2025-04-22 21:00:00,SENS005,生产区A,25.5,64.5,16.0,正常
2025-04-22 21:00:00,SENS006,质检区,20.8,64.0,41.9,PM2.5超标
2025-04-22 21:00:00,SENS007,质检区,19.3,59.1,19.9,正常
2025-04-22 21:00:00,SENS008,生产区B,21.9,66.8,44.3,PM2.5超标
2025-04-22 22:00:00,SENS001,生产区B,21.1,68.3,29.5,正常
2025-04-22 22:00:00,SENS002,生产区A,24.3,68.4,21.7,正常
2025-04-22 22:00:00,SENS003,生产区A,24.1,62.8,31.8,正常
2025-04-22 22:00:00,SENS004,质检区,22.8,59.8,29.9,正常
2025-04-22 22:00:00,SENS005,生产区A,23.1,60.7,25.5,正常
2025-04-22 22:00:00,SENS006,质检区,22.6,59.1,49.2,PM2.5超标
2025-04-22 22:00:00,SENS007,质检区,20.7,68.5,21.5,正常
2025-04-22 22:00:00,SENS008,生产区B,21.8,68.0,31.7,正常
2025-04-22 23:00:00,SENS001,生产区B,21.1,61.1,47.6,PM2.5超标
2025-04-22 23:00:00,SENS002,生产区A,24.7,65.8,42.0,PM2.5超标
2025-04-22 23:00:00,SENS003,生产区A,24.1,68.3,45.5,PM2.5超标
2025-04-22 23:00:00,SENS004,质检区,20.6,61.7,28.8,正常
2025-04-22 23:00:00,SENS005,生产区A,26.6,62.6,28.0,正常
2025-04-22 23:00:00,SENS006,质检区,20.9,63.2,49.2,PM2.5超标
2025-04-22 23:00:00,SENS007,质检区,20.9,65.0,12.5,正常
2025-04-22 23:00:00,SENS008,生产区B,23.6,68.0,36.9,PM2.5超标
2025-04-23 00:00:00,SENS001,生产区B,23.2,66.7,16.7,正常
2025-04-23 00:00:00,SENS002,生产区A,24.7,60.4,35.5,PM2.5超标
2025-04-23 00:00:00,SENS003,生产区A,26.6,69.7,16.4,正常
2025-04-23 00:00:00,SENS004,质检区,23.1,61.3,25.7,正常
2025-04-23 00:00:00,SENS005,生产区A,28.0,61.9,15.6,正常
2025-04-23 00:00:00,SENS006,质检区,24.7,69.3,26.2,正常
2025-04-23 00:00:00,SENS007,质检区,21.2,67.3,35.2,PM2.5超标
2025-04-23 00:00:00,SENS008,生产区B,24.8,65.9,15.2,正常
2025-04-23 01:00:00,SENS001,生产区B,21.8,66.6,45.4,PM2.5超标
2025-04-23 01:00:00,SENS002,生产区A,26.7,66.0,34.7,正常
2025-04-23 01:00:00,SENS003,生产区A,25.1,65.6,21.5,正常
2025-04-23 01:00:00,SENS004,质检区,23.8,62.7,33.8,正常
2025-04-23 01:00:00,SENS005,生产区A,28.2,67.7,43.8,温度偏高|PM2.5超标
2025-04-23 01:00:00,SENS006,质检区,21.9,69.0,43.9,PM2.5超标
2025-04-23 01:00:00,SENS007,质检区,22.3,69.0,30.1,正常
2025-04-23 01:00:00,SENS008,生产区B,22.8,60.4,37.9,PM2.5超标
2025-04-23 02:00:00,SENS001,生产区B,23.4,66.1,16.1,正常
2025-04-23 02:00:00,SENS002,生产区A,27.1,62.0,28.5,正常
2025-04-23 02:00:00,SENS003,生产区A,25.5,59.0,27.4,正常
2025-04-23 02:00:00,SENS004,质检区,24.1,66.2,10.4,正常
2025-04-23 02:00:00,SENS005,生产区A,27.1,66.4,23.7,正常
2025-04-23 02:00:00,SENS006,质检区,23.2,60.0,44.4,PM2.5超标
2025-04-23 02:00:00,SENS007,质检区,26.3,65.5,14.9,正常
2025-04-23 02:00:00,SENS008,生产区B,24.9,60.7,40.3,PM2.5超标
2025-04-23 03:00:00,SENS001,生产区B,23.4,58.7,25.6,正常
2025-04-23 03:00:00,SENS002,生产区A,27.0,66.7,16.1,正常
2025-04-23 03:00:00,SENS003,生产区A,26.6,61.4,20.6,正常
2025-04-23 03:00:00,SENS004,质检区,24.9,64.0,10.0,正常
2025-04-23 03:00:00,SENS005,生产区A,29.9,61.2,18.1,温度偏高
2025-04-23 03:00:00,SENS006,质检区,23.8,64.6,44.0,PM2.5超标
2025-04-23 03:00:00,SENS007,质检区,24.0,57.4,13.7,正常
2025-04-23 03:00:00,SENS008,生产区B,27.0,57.1,14.4,正常
2025-04-23 04:00:00,SENS001,生产区B,25.4,56.7,34.6,正常
2025-04-23 04:00:00,SENS002,生产区A,28.8,59.4,18.5,温度偏高
2025-04-23 04:00:00,SENS003,生产区A,27.0,57.8,20.6,正常
2025-04-23 04:00:00,SENS004,质检区,24.2,60.2,21.4,正常
2025-04-23 04:00:00,SENS005,生产区A,29.3,60.2,46.9,温度偏高|PM2.5超标
2025-04-23 04:00:00,SENS006,质检区,27.1,55.4,16.6,正常
2025-04-23 04:00:00,SENS007,质检区,24.8,55.8,22.0,正常
2025-04-23 04:00:00,SENS008,生产区B,24.1,55.6,15.5,正常
2025-04-23 05:00:00,SENS001,生产区B,23.9,59.5,36.2,PM2.5超标
2025-04-23 05:00:00,SENS002,生产区A,29.2,62.3,12.3,温度偏高
2025-04-23 05:00:00,SENS003,生产区A,28.8,52.6,37.6,温度偏高|PM2.5超标
2025-04-23 05:00:00,SENS004,质检区,24.4,60.7,49.0,PM2.5超标
2025-04-23 05:00:00,SENS005,生产区A,29.0,55.6,32.6,温度偏高
2025-04-23 05:00:00,SENS006,质检区,25.9,60.6,41.3,PM2.5超标
2025-04-23 05:00:00,SENS007,质检区,24.9,61.6,42.2,PM2.5超标
2025-04-23 05:00:00,SENS008,生产区B,24.4,53.3,20.1,正常
2025-04-23 06:00:00,SENS001,生产区B,25.2,56.7,15.1,正常
2025-04-23 06:00:00,SENS002,生产区A,27.9,53.9,28.7,正常
2025-04-23 06:00:00,SENS003,生产区A,27.6,51.3,25.6,正常
2025-04-23 06:00:00,SENS004,质检区,24.1,54.5,18.9,正常
2025-04-23 06:00:00,SENS005,生产区A,28.1,59.5,24.7,温度偏高
2025-04-23 06:00:00,SENS006,质检区,25.5,55.5,43.7,PM2.5超标
2025-04-23 06:00:00,SENS007,质检区,26.0,57.7,42.0,PM2.5超标
2025-04-23 06:00:00,SENS008,生产区B,26.3,56.0,12.5,正常
2025-04-23 07:00:00,SENS001,生产区B,24.7,53.3,21.1,正常
2025-04-23 07:00:00,SENS002,生产区A,30.1,57.4,49.5,温度偏高|PM2.5超标
2025-04-23 07:00:00,SENS003,生产区A,28.6,47.8,32.8,温度偏高
2025-04-23 07:00:00,SENS004,质检区,25.8,54.3,48.0,PM2.5超标
2025-04-23 07:00:00,SENS005,生产区A,27.5,55.0,39.3,PM2.5超标
2025-04-23 07:00:00,SENS006,质检区,25.8,50.6,19.3,正常
2025-04-23 07:00:00,SENS007,质检区,27.1,47.5,28.4,正常
2025-04-23 07:00:00,SENS008,生产区B,27.4,48.3,30.6,正常
2025-04-23 08:00:00,SENS001,生产区B,24.0,52.1,29.8,正常
2025-04-23 08:00:00,SENS002,生产区A,27.9,47.9,41.9,PM2.5超标
2025-04-23 08:00:00,SENS003,生产区A,30.6,50.4,12.6,温度偏高
2025-04-23 08:00:00,SENS004,质检区,24.3,52.1,43.8,PM2.5超标
2025-04-23 08:00:00,SENS005,生产区A,30.0,54.0,11.9,温度偏高
2025-04-23 08:00:00,SENS006,质检区,25.4,51.9,21.9,正常
2025-04-23 08:00:00,SENS007,质检区,26.0,53.1,12.6,正常
2025-04-23 08:00:00,SENS008,生产区B,24.5,48.6,43.0,PM2.5超标
2025-04-23 09:00:00,SENS001,生产区B,24.4,46.0,49.7,PM2.5超标
2025-04-23 09:00:00,SENS002,生产区A,26.4,52.9,44.7,PM2.5超标
2025-04-23 09:00:00,SENS003,生产区A,28.3,43.4,28.5,温度偏高
2025-04-23 09:00:00,SENS004,质检区,23.7,50.1,18.9,正常
2025-04-23 09:00:00,SENS005,生产区A,28.7,52.9,16.9,温度偏高
2025-04-23 09:00:00,SENS006,质检区,23.4,52.0,34.3,正常
2025-04-23 09:00:00,SENS007,质检区,26.0,45.4,13.7,正常
2025-04-23 09:00:00,SENS008,生产区B,23.8,44.5,19.8,正常
2025-04-23 10:00:00,SENS001,生产区B,26.2,47.8,13.2,正常
2025-04-23 10:00:00,SENS002,生产区A,27.8,41.8,45.7,PM2.5超标
2025-04-23 10:00:00,SENS003,生产区A,26.2,49.0,37.0,PM2.5超标
2025-04-23 10:00:00,SENS004,质检区,26.2,43.5,27.1,正常
2025-04-23 10:00:00,SENS005,生产区A,25.7,48.3,11.0,正常
2025-04-23 10:00:00,SENS006,质检区,24.5,45.7,18.6,正常
2025-04-23 10:00:00,SENS007,质检区,22.9,46.4,37.8,PM2.5超标
2025-04-23 10:00:00,SENS008,生产区B,26.1,45.2,38.2,PM2.5超标
2025-04-23 11:00:00,SENS001,生产区B,24.4,49.8,44.8,PM2.5超标
2025-04-23 11:00:00,SENS002,生产区A,25.0,44.1,35.5,PM2.5超标
2025-04-23 11:00:00,SENS003,生产区A,24.8,43.1,48.1,PM2.5超标
2025-04-23 11:00:00,SENS004,质检区,24.3,41.7,41.2,PM2.5超标
2025-04-23 11:00:00,SENS005,生产区A,28.1,43.8,39.2,温度偏高|PM2.5超标
2025-04-23 11:00:00,SENS006,质检区,23.2,43.0,24.5,正常
2025-04-23 11:00:00,SENS007,质检区,25.7,47.9,14.6,正常
2025-04-23 11:00:00,SENS008,生产区B,23.6,44.0,19.0,正常
2025-04-23 12:00:00,SENS001,生产区B,22.6,40.7,30.8,正常
2025-04-23 12:00:00,SENS002,生产区A,25.2,45.3,39.7,PM2.5超标
2025-04-23 12:00:00,SENS003,生产区A,27.8,48.4,40.1,PM2.5超标
2025-04-23 12:00:00,SENS004,质检区,24.4,49.0,48.1,PM2.5超标
2025-04-23 12:00:00,SENS005,生产区A,24.2,41.9,34.7,正常
2025-04-23 12:00:00,SENS006,质检区,24.1,43.6,41.0,PM2.5超标
2025-04-23 12:00:00,SENS007,质检区,24.9,44.6,23.5,正常
2025-04-23 12:00:00,SENS008,生产区B,22.0,47.2,31.4,正常
2025-04-23 13:00:00,SENS001,生产区B,22.0,44.1,34.7,正常
2025-04-23 13:00:00,SENS002,生产区A,25.3,42.7,18.0,正常
2025-04-23 13:00:00,SENS003,生产区A,24.9,48.4,23.3,正常
2025-04-23 13:00:00,SENS004,质检区,22.1,45.4,15.0,正常
2025-04-23 13:00:00,SENS005,生产区A,25.6,40.9,32.7,正常
2025-04-23 13:00:00,SENS006,质检区,21.8,42.3,23.1,正常
2025-04-23 13:00:00,SENS007,质检区,23.1,46.6,46.6,PM2.5超标
2025-04-23 13:00:00,SENS008,生产区B,22.5,41.7,27.3,正常
2025-04-23 14:00:00,SENS001,生产区B,21.3,41.7,48.1,PM2.5超标
2025-04-23 14:00:00,SENS002,生产区A,24.8,42.7,49.9,PM2.5超标
2025-04-23 14:00:00,SENS003,生产区A,22.5,44.7,23.2,正常
2025-04-23 14:00:00,SENS004,质检区,22.2,42.6,49.7,PM2.5超标
2025-04-23 14:00:00,SENS005,生产区A,24.7,50.6,31.4,正常
2025-04-23 14:00:00,SENS006,质检区,23.4,45.0,35.2,PM2.5超标
2025-04-23 14:00:00,SENS007,质检区,20.0,47.3,45.5,PM2.5超标
2025-04-23 14:00:00,SENS008,生产区B,20.4,42.7,23.3,正常
2025-04-23 15:00:00,SENS001,生产区B,19.6,43.2,47.9,PM2.5超标
2025-04-23 15:00:00,SENS002,生产区A,24.8,50.6,46.5,PM2.5超标
2025-04-23 15:00:00,SENS003,生产区A,24.6,50.8,32.6,正常
2025-04-23 15:00:00,SENS004,质检区,20.0,47.8,24.4,正常
2025-04-23 15:00:00,SENS005,生产区A,24.1,51.1,10.5,正常
2025-04-23 15:00:00,SENS006,质检区,21.0,44.9,16.2,正常
2025-04-23 15:00:00,SENS007,质检区,21.7,48.7,35.4,PM2.5超标
2025-04-23 15:00:00,SENS008,生产区B,20.5,51.7,49.2,PM2.5超标
2025-04-23 16:00:00,SENS001,生产区B,22.3,55.0,33.4,正常
2025-04-23 16:00:00,SENS002,生产区A,23.2,53.5,33.0,正常
2025-04-23 16:00:00,SENS003,生产区A,21.9,46.8,44.3,PM2.5超标
2025-04-23 16:00:00,SENS004,质检区,22.2,49.4,12.3,正常
2025-04-23 16:00:00,SENS005,生产区A,22.0,50.7,16.0,正常
2025-04-23 16:00:00,SENS006,质检区,21.6,52.6,41.2,PM2.5超标
2025-04-23 16:00:00,SENS007,质检区,22.4,45.4,11.3,正常
2025-04-23 16:00:00,SENS008,生产区B,22.1,52.8,31.0,正常
2025-04-23 17:00:00,SENS001,生产区B,20.2,56.9,45.2,PM2.5超标
2025-04-23 17:00:00,SENS002,生产区A,24.1,52.4,31.2,正常
2025-04-23 17:00:00,SENS003,生产区A,22.4,47.6,36.9,PM2.5超标
2025-04-23 17:00:00,SENS004,质检区,21.5,55.6,39.6,PM2.5超标
2025-04-23 17:00:00,SENS005,生产区A,24.1,53.7,12.1,正常
2025-04-23 17:00:00,SENS006,质检区,21.9,56.1,39.6,PM2.5超标
2025-04-23 17:00:00,SENS007,质检区,20.1,54.9,42.7,PM2.5超标
2025-04-23 17:00:00,SENS008,生产区B,21.6,48.6,43.2,PM2.5超标
2025-04-23 18:00:00,SENS001,生产区B,18.9,52.7,23.5,正常
2025-04-23 18:00:00,SENS002,生产区A,22.1,55.3,11.0,正常
2025-04-23 18:00:00,SENS003,生产区A,21.5,55.7,36.4,PM2.5超标
2025-04-23 18:00:00,SENS004,质检区,20.8,58.2,37.4,PM2.5超标
2025-04-23 18:00:00,SENS005,生产区A,21.3,51.8,39.7,PM2.5超标
2025-04-23 18:00:00,SENS006,质检区,20.1,53.8,28.5,正常
2025-04-23 18:00:00,SENS007,质检区,21.5,59.0,35.6,PM2.5超标
2025-04-23 18:00:00,SENS008,生产区B,18.4,58.1,48.9,PM2.5超标
2025-04-23 19:00:00,SENS001,生产区B,20.0,54.4,15.4,正常
2025-04-23 19:00:00,SENS002,生产区A,21.2,60.6,18.8,正常
2025-04-23 19:00:00,SENS003,生产区A,22.7,56.1,33.6,正常
2025-04-23 19:00:00,SENS004,质检区,18.3,59.2,45.6,PM2.5超标
2025-04-23 19:00:00,SENS005,生产区A,22.8,60.1,12.1,正常
2025-04-23 19:00:00,SENS006,质检区,19.8,56.5,23.2,正常
2025-04-23 19:00:00,SENS007,质检区,20.8,59.2,38.7,PM2.5超标
2025-04-23 19:00:00,SENS008,生产区B,19.9,55.7,37.7,PM2.5超标
2025-04-23 20:00:00,SENS001,生产区B,18.9,62.0,19.6,正常
2025-04-23 20:00:00,SENS002,生产区A,25.2,64.6,15.3,正常
2025-04-23 20:00:00,SENS003,生产区A,23.8,59.0,17.0,正常
2025-04-23 20:00:00,SENS004,质检区,22.3,60.8,34.9,正常
2025-04-23 20:00:00,SENS005,生产区A,24.3,65.0,30.1,正常
2025-04-23 20:00:00,SENS006,质检区,19.3,55.2,32.7,正常
2025-04-23 20:00:00,SENS007,质检区,21.7,63.3,36.0,PM2.5超标
2025-04-23 20:00:00,SENS008,生产区B,19.4,61.4,38.8,PM2.5超标
2025-04-23 21:00:00,SENS001,生产区B,21.6,59.7,21.5,正常
2025-04-23 21:00:00,SENS002,生产区A,22.0,64.3,25.3,正常
2025-04-23 21:00:00,SENS003,生产区A,24.7,61.5,14.1,正常
2025-04-23 21:00:00,SENS004,质检区,22.1,57.7,41.9,PM2.5超标
2025-04-23 21:00:00,SENS005,生产区A,22.6,66.5,49.3,PM2.5超标
2025-04-23 21:00:00,SENS006,质检区,20.6,58.8,18.3,正常
2025-04-23 21:00:00,SENS007,质检区,21.2,59.9,17.9,正常
2025-04-23 21:00:00,SENS008,生产区B,21.1,59.3,49.4,PM2.5超标
2025-04-23 22:00:00,SENS001,生产区B,23.0,63.7,11.7,正常
2025-04-23 22:00:00,SENS002,生产区A,23.2,67.6,20.3,正常
2025-04-23 22:00:00,SENS003,生产区A,23.6,64.3,27.5,正常
2025-04-23 22:00:00,SENS004,质检区,19.9,67.1,33.1,正常
2025-04-23 22:00:00,SENS005,生产区A,23.7,62.7,24.8,正常
2025-04-23 22:00:00,SENS006,质检区,20.9,59.5,37.3,PM2.5超标
2025-04-23 22:00:00,SENS007,质检区,19.7,64.8,43.2,PM2.5超标
2025-04-23 22:00:00,SENS008,生产区B,21.1,66.6,15.8,正常
2025-04-23 23:00:00,SENS001,生产区B,23.8,66.4,30.5,正常
2025-04-23 23:00:00,SENS002,生产区A,23.8,68.7,21.7,正常
2025-04-23 23:00:00,SENS003,生产区A,24.5,68.6,49.7,PM2.5超标
2025-04-23 23:00:00,SENS004,质检区,21.8,64.3,36.8,PM2.5超标
2025-04-23 23:00:00,SENS005,生产区A,27.1,60.1,24.2,正常
2025-04-23 23:00:00,SENS006,质检区,20.4,60.6,16.0,正常
2025-04-23 23:00:00,SENS007,质检区,22.6,62.2,35.6,PM2.5超标
2025-04-23 23:00:00,SENS008,生产区B,23.0,68.9,15.5,正常
2025-04-24 00:00:00,SENS001,生产区B,24.7,69.4,18.1,正常
2025-04-24 00:00:00,SENS002,生产区A,25.9,69.4,20.7,正常
2025-04-24 00:00:00,SENS003,生产区A,27.5,62.2,20.2,正常
2025-04-24 00:00:00,SENS004,质检区,23.1,68.2,21.0,正常
2025-04-24 00:00:00,SENS005,生产区A,24.6,68.6,38.7,PM2.5超标
2025-04-24 00:00:00,SENS006,质检区,24.0,61.7,21.7,正常
2025-04-24 00:00:00,SENS007,质检区,23.0,60.6,23.8,正常
2025-04-24 00:00:00,SENS008,生产区B,23.9,69.3,17.7,正常
2025-04-24 01:00:00,SENS001,生产区B,25.8,60.0,27.5,正常
2025-04-24 01:00:00,SENS002,生产区A,26.9,60.2,12.0,正常
2025-04-24 01:00:00,SENS003,生产区A,26.3,61.5,19.8,正常
2025-04-24 01:00:00,SENS004,质检区,25.4,65.1,30.2,正常
2025-04-24 01:00:00,SENS005,生产区A,28.4,64.6,12.9,温度偏高
2025-04-24 01:00:00,SENS006,质检区,25.6,59.8,35.6,PM2.5超标
2025-04-24 01:00:00,SENS007,质检区,22.8,64.7,44.4,PM2.5超标
2025-04-24 01:00:00,SENS008,生产区B,25.0,62.7,24.0,正常
2025-04-24 02:00:00,SENS001,生产区B,22.7,63.5,35.9,PM2.5超标
2025-04-24 02:00:00,SENS002,生产区A,28.9,63.0,32.7,温度偏高
2025-04-24 02:00:00,SENS003,生产区A,28.7,60.8,14.4,温度偏高
2025-04-24 02:00:00,SENS004,质检区,24.6,65.2,18.6,正常
2025-04-24 02:00:00,SENS005,生产区A,25.9,58.8,29.7,正常
2025-04-24 02:00:00,SENS006,质检区,23.6,67.2,13.9,正常
2025-04-24 02:00:00,SENS007,质检区,25.7,67.7,36.4,PM2.5超标
2025-04-24 02:00:00,SENS008,生产区B,26.4,62.9,26.2,正常
2025-04-24 03:00:00,SENS001,生产区B,26.5,64.4,40.9,PM2.5超标
2025-04-24 03:00:00,SENS002,生产区A,29.5,61.1,31.4,温度偏高
2025-04-24 03:00:00,SENS003,生产区A,28.8,65.4,28.2,温度偏高
2025-04-24 03:00:00,SENS004,质检区,24.6,64.7,24.8,正常
2025-04-24 03:00:00,SENS005,生产区A,27.7,62.8,47.3,PM2.5超标
2025-04-24 03:00:00,SENS006,质检区,26.8,64.7,40.0,PM2.5超标
2025-04-24 03:00:00,SENS007,质检区,23.6,58.9,17.0,正常
2025-04-24 03:00:00,SENS008,生产区B,25.7,65.5,32.3,正常
2025-04-24 04:00:00,SENS001,生产区B,27.2,63.0,45.7,PM2.5超标
2025-04-24 04:00:00,SENS002,生产区A,26.7,57.8,49.0,PM2.5超标
2025-04-24 04:00:00,SENS003,生产区A,30.1,61.2,38.5,温度偏高|PM2.5超标
2025-04-24 04:00:00,SENS004,质检区,24.8,61.6,41.5,PM2.5超标
2025-04-24 04:00:00,SENS005,生产区A,29.4,55.3,32.2,温度偏高
2025-04-24 04:00:00,SENS006,质检区,24.6,55.8,29.7,正常
2025-04-24 04:00:00,SENS007,质检区,24.8,63.3,41.4,PM2.5超标
2025-04-24 04:00:00,SENS008,生产区B,26.6,56.3,24.1,正常
2025-04-24 05:00:00,SENS001,生产区B,24.6,62.6,27.6,正常
