时间戳,设备ID,设备状态,总运行时间,故障持续时间,故障次数,振动值,温度,维护到期时间,上次维护时间,预警状态
2025-04-23 21:00:00,CNC005,故障,326.0,1.0,27,0.43,25.8,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-23 22:00:00,CNC005,运行中,327.0,0.0,27,0.33,29.2,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-23 23:00:00,CNC005,待维护,327.0,0.0,27,0.12,33.410000000000004,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 00:00:00,CNC001,运行中,349.0,0.0,26,0.5,34.4,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 01:00:00,CNC001,待维护,349.0,0.0,26,0.13,22.7,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 02:00:00,CNC001,待机,349.0,0.0,26,0.5,34.2,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 03:00:00,CNC001,待维护,349.0,0.0,26,0.43,34.32,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 04:00:00,CNC001,待维护,349.0,0.0,26,0.32,23.7,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 05:00:00,CNC001,运行中,350.0,0.0,26,0.49,29.1,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 06:00:00,CNC001,运行中,351.0,0.0,26,0.12,37.57,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-24 07:00:00,CNC001,故障,351.0,1.0,27,0.94,32.76,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-24 00:00:00,CNC002,待维护,349.0,0.0,19,0.92,38.09,2025-04-23,2025-03-27,振动异常|温度异常|需要维护|故障频发
2025-04-24 01:00:00,CNC002,故障,349.0,1.0,20,0.42,25.2,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 02:00:00,CNC002,运行中,350.0,0.0,20,0.68,33.8,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-24 03:00:00,CNC002,待维护,350.0,0.0,20,0.86,34.97,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-24 04:00:00,CNC002,运行中,351.0,0.0,20,0.3,33.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 05:00:00,CNC002,运行中,352.0,0.0,20,0.34,35.0,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 06:00:00,CNC002,待机,352.0,0.0,20,0.33,20.9,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 07:00:00,CNC002,运行中,353.0,0.0,20,0.3,22.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 00:00:00,CNC003,运行中,342.0,0.0,19,0.45,26.1,2025-04-27,2025-03-29,故障频发
2025-04-24 01:00:00,CNC003,运行中,343.0,0.0,19,0.41,34.1,2025-04-27,2025-03-29,故障频发
2025-04-24 02:00:00,CNC003,运行中,344.0,0.0,19,0.37,33.2,2025-04-27,2025-03-29,故障频发
2025-04-24 03:00:00,CNC003,运行中,345.0,0.0,19,0.18,34.0,2025-04-27,2025-03-29,故障频发
2025-04-24 04:00:00,CNC003,运行中,346.0,0.0,19,0.32,34.0,2025-04-27,2025-03-29,故障频发
2025-04-24 05:00:00,CNC003,运行中,347.0,0.0,19,0.39,33.2,2025-04-27,2025-03-29,故障频发
2025-04-24 06:00:00,CNC003,故障,347.0,1.0,20,0.92,32.9,2025-04-27,2025-03-29,振动异常|故障频发
2025-04-24 07:00:00,CNC003,待机,347.0,0.0,20,0.36,27.9,2025-04-27,2025-03-29,故障频发
2025-04-24 00:00:00,CNC004,待维护,338.0,0.0,17,0.2,23.3,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 01:00:00,CNC004,运行中,339.0,0.0,17,0.16,26.6,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 02:00:00,CNC004,运行中,340.0,0.0,17,0.14,24.1,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 03:00:00,CNC004,故障,340.0,1.0,18,0.23,41.6,2025-04-22,2025-03-25,温度异常|需要维护|故障频发
2025-04-24 04:00:00,CNC004,待维护,340.0,0.0,18,0.12,26.4,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 05:00:00,CNC004,待机,340.0,0.0,18,0.15,44.07,2025-04-22,2025-03-25,温度异常|需要维护|故障频发
2025-04-24 06:00:00,CNC004,运行中,341.0,0.0,18,0.54,42.25,2025-04-22,2025-03-25,振动异常|温度异常|需要维护|故障频发
2025-04-24 07:00:00,CNC004,待维护,341.0,0.0,18,0.21,25.0,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 00:00:00,CNC005,运行中,328.0,0.0,27,0.86,42.77,2025-04-21,2025-04-01,振动异常|温度异常|需要维护|故障频发
2025-04-24 01:00:00,CNC005,运行中,329.0,0.0,27,0.37,41.86000000000001,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-24 02:00:00,CNC005,运行中,330.0,0.0,27,0.84,37.57,2025-04-21,2025-04-01,振动异常|温度异常|需要维护|故障频发
2025-04-24 03:00:00,CNC005,待维护,330.0,0.0,27,0.84,42.9,2025-04-21,2025-04-01,振动异常|温度异常|需要维护|故障频发
2025-04-24 04:00:00,CNC005,待维护,330.0,0.0,27,0.12,42.25,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-24 05:00:00,CNC005,运行中,331.0,0.0,27,0.13,23.7,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 06:00:00,CNC005,待机,331.0,0.0,27,0.26,33.67,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 07:00:00,CNC005,运行中,332.0,0.0,27,0.44,28.7,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 08:00:00,CNC001,运行中,352.0,0.0,27,0.58,34.06,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-24 09:00:00,CNC001,待机,352.0,0.0,27,0.49,44.72,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-24 10:00:00,CNC001,运行中,353.0,0.0,27,0.49,31.980000000000004,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 11:00:00,CNC001,运行中,354.0,0.0,27,0.21,27.5,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 12:00:00,CNC001,待维护,354.0,0.0,27,0.31,45.11000000000001,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-24 13:00:00,CNC001,运行中,355.0,0.0,27,0.4,23.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 14:00:00,CNC001,运行中,356.0,0.0,27,0.22,38.480000000000004,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-24 15:00:00,CNC001,待机,356.0,0.0,27,0.32,27.0,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 08:00:00,CNC002,运行中,354.0,0.0,20,0.16,31.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 09:00:00,CNC002,运行中,355.0,0.0,20,0.3,21.0,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 10:00:00,CNC002,运行中,356.0,0.0,20,0.44,37.18,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-24 11:00:00,CNC002,故障,356.0,1.0,21,0.24,34.7,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 12:00:00,CNC002,运行中,357.0,0.0,21,0.38,30.1,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 13:00:00,CNC002,待维护,357.0,0.0,21,0.8,45.11000000000001,2025-04-23,2025-03-27,振动异常|温度异常|需要维护|故障频发
2025-04-24 14:00:00,CNC002,运行中,358.0,0.0,21,0.15,28.21,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 15:00:00,CNC002,运行中,359.0,0.0,21,0.17,26.1,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 08:00:00,CNC003,待机,347.0,0.0,20,0.22,32.6,2025-04-27,2025-03-29,故障频发
2025-04-24 09:00:00,CNC003,故障,347.0,1.0,21,0.29,34.7,2025-04-27,2025-03-29,故障频发
2025-04-24 10:00:00,CNC003,运行中,348.0,0.0,21,0.26,32.0,2025-04-27,2025-03-29,故障频发
2025-04-24 11:00:00,CNC003,待机,348.0,0.0,21,0.17,27.2,2025-04-27,2025-03-29,故障频发
2025-04-24 12:00:00,CNC003,故障,348.0,1.0,22,0.31,23.8,2025-04-27,2025-03-29,故障频发
2025-04-24 13:00:00,CNC003,运行中,349.0,0.0,22,0.41,22.1,2025-04-27,2025-03-29,故障频发
2025-04-24 14:00:00,CNC003,运行中,350.0,0.0,22,0.42,33.4,2025-04-27,2025-03-29,故障频发
2025-04-24 15:00:00,CNC003,运行中,351.0,0.0,22,0.23,33.8,2025-04-27,2025-03-29,故障频发
2025-04-24 08:00:00,CNC004,运行中,342.0,0.0,18,0.62,38.09,2025-04-22,2025-03-25,振动异常|温度异常|需要维护|故障频发
2025-04-24 09:00:00,CNC004,运行中,343.0,0.0,18,0.48,44.980000000000004,2025-04-22,2025-03-25,温度异常|需要维护|故障频发
2025-04-24 10:00:00,CNC004,待维护,343.0,0.0,18,0.34,45.239999999999995,2025-04-22,2025-03-25,温度异常|需要维护|故障频发
2025-04-24 11:00:00,CNC004,待机,343.0,0.0,18,0.15,33.0,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 12:00:00,CNC004,待维护,343.0,0.0,18,0.14,45.37,2025-04-22,2025-03-25,温度异常|需要维护|故障频发
2025-04-24 13:00:00,CNC004,待维护,343.0,0.0,18,0.11,23.6,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 14:00:00,CNC004,运行中,344.0,0.0,18,0.32,26.0,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 15:00:00,CNC004,运行中,345.0,0.0,18,0.27,32.3,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 08:00:00,CNC005,故障,332.0,1.0,28,0.86,28.990000000000002,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-24 09:00:00,CNC005,故障,332.0,1.0,29,0.37,31.8,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 10:00:00,CNC005,待维护,332.0,0.0,29,0.56,26.7,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-24 11:00:00,CNC005,运行中,333.0,0.0,29,0.29,25.3,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 12:00:00,CNC005,待机,333.0,0.0,29,0.94,34.97,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-24 13:00:00,CNC005,运行中,334.0,0.0,29,0.94,21.3,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-24 14:00:00,CNC005,待维护,334.0,0.0,29,0.26,30.16,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 15:00:00,CNC005,待维护,334.0,0.0,29,0.45,35.62,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-24 16:00:00,CNC001,运行中,357.0,0.0,27,0.22,24.0,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 17:00:00,CNC001,运行中,358.0,0.0,27,0.33,23.8,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 18:00:00,CNC001,待维护,358.0,0.0,27,0.4,29.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 19:00:00,CNC001,运行中,359.0,0.0,27,0.28,30.680000000000003,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 20:00:00,CNC001,运行中,360.0,0.0,27,0.13,31.5,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 21:00:00,CNC001,运行中,361.0,0.0,27,0.43,27.430000000000003,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 22:00:00,CNC001,待维护,361.0,0.0,27,0.25,32.7,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 23:00:00,CNC001,运行中,362.0,0.0,27,0.56,44.07,2025-04-23,2025-03-27,振动异常|温度异常|需要维护|故障频发
2025-04-24 16:00:00,CNC002,故障,359.0,1.0,22,0.26,28.47,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 17:00:00,CNC002,运行中,360.0,0.0,22,0.36,34.71,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 18:00:00,CNC002,运行中,361.0,0.0,22,0.38,30.680000000000003,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 19:00:00,CNC002,待维护,361.0,0.0,22,0.41,26.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 20:00:00,CNC002,故障,361.0,1.0,23,0.3,33.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 21:00:00,CNC002,待维护,361.0,0.0,23,0.3,28.6,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 22:00:00,CNC002,待机,361.0,0.0,23,0.35,36.92,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-24 23:00:00,CNC002,待维护,361.0,0.0,23,0.4,21.8,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-24 16:00:00,CNC003,运行中,352.0,0.0,22,0.2,30.0,2025-04-27,2025-03-29,故障频发
2025-04-24 17:00:00,CNC003,运行中,353.0,0.0,22,0.25,25.7,2025-04-27,2025-03-29,故障频发
2025-04-24 18:00:00,CNC003,运行中,354.0,0.0,22,0.26,20.2,2025-04-27,2025-03-29,故障频发
2025-04-24 19:00:00,CNC003,待机,354.0,0.0,22,0.39,23.6,2025-04-27,2025-03-29,故障频发
2025-04-24 20:00:00,CNC003,运行中,355.0,0.0,22,0.34,29.5,2025-04-27,2025-03-29,故障频发
2025-04-24 21:00:00,CNC003,运行中,356.0,0.0,22,0.17,24.2,2025-04-27,2025-03-29,故障频发
2025-04-24 22:00:00,CNC003,运行中,357.0,0.0,22,0.42,21.2,2025-04-27,2025-03-29,故障频发
2025-04-24 23:00:00,CNC003,运行中,358.0,0.0,22,0.45,32.3,2025-04-27,2025-03-29,故障频发
2025-04-24 16:00:00,CNC004,运行中,346.0,0.0,18,0.1,29.9,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 17:00:00,CNC004,运行中,347.0,0.0,18,0.5,29.2,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 18:00:00,CNC004,运行中,348.0,0.0,18,0.47,29.5,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 19:00:00,CNC004,待机,348.0,0.0,18,0.6,43.94,2025-04-22,2025-03-25,振动异常|温度异常|需要维护|故障频发
2025-04-24 20:00:00,CNC004,运行中,349.0,0.0,18,0.48,20.0,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 21:00:00,CNC004,故障,349.0,1.0,19,0.92,23.0,2025-04-22,2025-03-25,振动异常|需要维护|故障频发
2025-04-24 22:00:00,CNC004,待机,349.0,0.0,19,0.49,25.3,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-24 23:00:00,CNC004,运行中,350.0,0.0,19,0.26,36.4,2025-04-22,2025-03-25,温度异常|需要维护|故障频发
2025-04-24 16:00:00,CNC005,故障,334.0,1.0,30,0.52,20.2,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-24 17:00:00,CNC005,运行中,335.0,0.0,30,0.33,31.7,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 18:00:00,CNC005,运行中,336.0,0.0,30,0.38,39.39,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-24 19:00:00,CNC005,运行中,337.0,0.0,30,0.26,26.9,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 20:00:00,CNC005,待维护,337.0,0.0,30,0.42,30.81,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 21:00:00,CNC005,运行中,338.0,0.0,30,0.98,24.2,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-24 22:00:00,CNC005,待维护,338.0,0.0,30,0.4,32.5,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-24 23:00:00,CNC005,运行中,339.0,0.0,30,0.24,31.6,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-25 00:00:00,CNC001,待机,362.0,0.0,27,0.13,33.3,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 01:00:00,CNC001,待维护,362.0,0.0,27,0.4,26.5,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 02:00:00,CNC001,待维护,362.0,0.0,27,0.17,20.1,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 03:00:00,CNC001,运行中,363.0,0.0,27,0.25,23.5,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 04:00:00,CNC001,待维护,363.0,0.0,27,0.52,44.330000000000005,2025-04-23,2025-03-27,振动异常|温度异常|需要维护|故障频发
2025-04-25 05:00:00,CNC001,待维护,363.0,0.0,27,0.41,41.21,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 06:00:00,CNC001,运行中,364.0,0.0,27,0.54,30.9,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-25 07:00:00,CNC001,待维护,364.0,0.0,27,0.43,40.95,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 00:00:00,CNC002,运行中,362.0,0.0,23,0.35,33.9,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 01:00:00,CNC002,运行中,363.0,0.0,23,0.36,44.85,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 02:00:00,CNC002,待机,363.0,0.0,23,0.32,40.56,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 03:00:00,CNC002,运行中,364.0,0.0,23,0.22,32.9,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 04:00:00,CNC002,运行中,365.0,0.0,23,0.22,45.37,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 05:00:00,CNC002,运行中,366.0,0.0,23,0.47,34.06,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 06:00:00,CNC002,运行中,367.0,0.0,23,0.88,22.8,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-25 07:00:00,CNC002,运行中,368.0,0.0,23,0.26,33.28,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 00:00:00,CNC003,运行中,359.0,0.0,22,0.28,29.6,2025-04-27,2025-03-29,故障频发
2025-04-25 01:00:00,CNC003,运行中,360.0,0.0,22,0.3,21.1,2025-04-27,2025-03-29,故障频发
2025-04-25 02:00:00,CNC003,运行中,361.0,0.0,22,0.4,25.6,2025-04-27,2025-03-29,故障频发
2025-04-25 03:00:00,CNC003,运行中,362.0,0.0,22,0.5,31.7,2025-04-27,2025-03-29,故障频发
2025-04-25 04:00:00,CNC003,运行中,363.0,0.0,22,0.24,26.3,2025-04-27,2025-03-29,故障频发
2025-04-25 05:00:00,CNC003,运行中,364.0,0.0,22,0.42,32.8,2025-04-27,2025-03-29,故障频发
2025-04-25 06:00:00,CNC003,运行中,365.0,0.0,22,0.16,21.2,2025-04-27,2025-03-29,故障频发
2025-04-25 07:00:00,CNC003,运行中,366.0,0.0,22,0.13,29.9,2025-04-27,2025-03-29,故障频发
2025-04-25 00:00:00,CNC004,待维护,350.0,0.0,19,0.48,27.0,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 01:00:00,CNC004,待维护,350.0,0.0,19,0.18,34.71,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 02:00:00,CNC004,运行中,351.0,0.0,19,0.49,30.81,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 03:00:00,CNC004,待维护,351.0,0.0,19,0.47,26.2,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 04:00:00,CNC004,运行中,352.0,0.0,19,0.21,32.63,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 05:00:00,CNC004,待维护,352.0,0.0,19,0.22,29.3,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 06:00:00,CNC004,运行中,353.0,0.0,19,0.58,24.1,2025-04-22,2025-03-25,振动异常|需要维护|故障频发
2025-04-25 07:00:00,CNC004,运行中,354.0,0.0,19,0.2,25.9,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 00:00:00,CNC005,运行中,340.0,0.0,30,0.41,27.6,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-25 01:00:00,CNC005,运行中,341.0,0.0,30,0.42,37.830000000000005,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-25 02:00:00,CNC005,待维护,341.0,0.0,30,0.13,37.440000000000005,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-25 03:00:00,CNC005,待维护,341.0,0.0,30,0.34,20.4,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-25 04:00:00,CNC005,运行中,342.0,0.0,30,0.26,21.4,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-25 05:00:00,CNC005,待维护,342.0,0.0,30,0.32,38.61,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-25 06:00:00,CNC005,待维护,342.0,0.0,30,0.32,27.4,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-25 07:00:00,CNC005,待维护,342.0,0.0,30,0.17,28.9,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-25 08:00:00,CNC001,运行中,365.0,0.0,27,0.37,33.8,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 09:00:00,CNC001,运行中,366.0,0.0,27,0.4,34.4,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 10:00:00,CNC001,运行中,367.0,0.0,27,0.32,40.82,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 11:00:00,CNC001,待维护,367.0,0.0,27,0.16,29.900000000000002,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 12:00:00,CNC001,运行中,368.0,0.0,27,0.84,36.269999999999996,2025-04-23,2025-03-27,振动异常|温度异常|需要维护|故障频发
2025-04-25 13:00:00,CNC001,待机,368.0,0.0,27,0.36,23.0,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 14:00:00,CNC001,运行中,369.0,0.0,27,0.24,42.25,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 15:00:00,CNC001,运行中,370.0,0.0,27,0.41,33.4,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 08:00:00,CNC002,待维护,368.0,0.0,23,0.18,27.69,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 09:00:00,CNC002,待维护,368.0,0.0,23,0.47,24.7,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 10:00:00,CNC002,运行中,369.0,0.0,23,0.45,29.4,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 11:00:00,CNC002,故障,369.0,1.0,24,0.42,28.86,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 12:00:00,CNC002,待维护,369.0,0.0,24,0.35,40.82,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 13:00:00,CNC002,运行中,370.0,0.0,24,0.38,34.0,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 14:00:00,CNC002,待维护,370.0,0.0,24,0.32,34.9,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 15:00:00,CNC002,故障,370.0,1.0,25,0.46,34.580000000000005,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 08:00:00,CNC003,运行中,367.0,0.0,22,0.17,29.7,2025-04-27,2025-03-29,故障频发
2025-04-25 09:00:00,CNC003,运行中,368.0,0.0,22,0.18,27.5,2025-04-27,2025-03-29,故障频发
2025-04-25 10:00:00,CNC003,待机,368.0,0.0,22,0.43,30.9,2025-04-27,2025-03-29,故障频发
2025-04-25 11:00:00,CNC003,运行中,369.0,0.0,22,0.44,23.0,2025-04-27,2025-03-29,故障频发
2025-04-25 12:00:00,CNC003,运行中,370.0,0.0,22,0.31,28.9,2025-04-27,2025-03-29,故障频发
2025-04-25 13:00:00,CNC003,待机,370.0,0.0,22,0.22,22.0,2025-04-27,2025-03-29,故障频发
2025-04-25 14:00:00,CNC003,运行中,371.0,0.0,22,0.2,20.5,2025-04-27,2025-03-29,故障频发
2025-04-25 15:00:00,CNC003,运行中,372.0,0.0,22,0.44,21.3,2025-04-27,2025-03-29,故障频发
2025-04-25 08:00:00,CNC004,待维护,354.0,0.0,19,0.32,25.4,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 09:00:00,CNC004,运行中,355.0,0.0,19,0.5,31.7,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 10:00:00,CNC004,待维护,355.0,0.0,19,0.12,31.5,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 11:00:00,CNC004,运行中,356.0,0.0,19,0.3,29.0,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 12:00:00,CNC004,待维护,356.0,0.0,19,0.22,28.5,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 13:00:00,CNC004,运行中,357.0,0.0,19,0.64,33.410000000000004,2025-04-22,2025-03-25,振动异常|需要维护|故障频发
2025-04-25 14:00:00,CNC004,运行中,358.0,0.0,19,0.44,25.0,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 15:00:00,CNC004,故障,358.0,1.0,20,0.24,31.85,2025-04-22,2025-03-25,需要维护|故障频发
2025-04-25 08:00:00,CNC005,运行中,343.0,0.0,30,0.43,29.6,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-25 09:00:00,CNC005,待机,343.0,0.0,30,0.26,30.0,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-25 10:00:00,CNC005,故障,343.0,1.0,31,0.41,42.64,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-25 11:00:00,CNC005,待机,343.0,0.0,31,0.28,25.9,2025-04-21,2025-04-01,需要维护|故障频发
2025-04-25 12:00:00,CNC005,故障,343.0,1.0,32,0.8,23.7,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-25 13:00:00,CNC005,运行中,344.0,0.0,32,0.21,35.36,2025-04-21,2025-04-01,温度异常|需要维护|故障频发
2025-04-25 14:00:00,CNC005,故障,344.0,1.0,33,0.66,28.990000000000002,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-25 15:00:00,CNC005,运行中,345.0,0.0,33,0.74,20.0,2025-04-21,2025-04-01,振动异常|需要维护|故障频发
2025-04-25 16:00:00,CNC001,运行中,371.0,0.0,27,0.31,34.7,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 17:00:00,CNC001,运行中,372.0,0.0,27,0.88,30.1,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-25 18:00:00,CNC001,运行中,373.0,0.0,27,0.62,21.8,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-25 19:00:00,CNC001,待维护,373.0,0.0,27,0.12,34.3,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 20:00:00,CNC001,待维护,373.0,0.0,27,0.18,36.53,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 21:00:00,CNC001,待维护,373.0,0.0,27,0.7,24.8,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-25 22:00:00,CNC001,待维护,373.0,0.0,27,0.23,41.47,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 23:00:00,CNC001,故障,373.0,1.0,28,0.58,23.7,2025-04-23,2025-03-27,振动异常|需要维护|故障频发
2025-04-25 16:00:00,CNC002,待机,370.0,0.0,25,0.49,29.25,2025-04-23,2025-03-27,需要维护|故障频发
2025-04-25 17:00:00,CNC002,待机,370.0,0.0,25,0.44,41.47,2025-04-23,2025-03-27,温度异常|需要维护|故障频发
2025-04-25 18:00:00,CNC002,故障,370.0,1.0,26,0.13,28.7,2025-04-23,2025-03-27,需要维护|故障频发
