时间戳,工号,班次,操作时长,熟练度,操作类型,操作结果,上次培训日期,预警状态
2025-04-21 10:16:04.983911,W004,白班,1.8,0.72,质检,正常,2025-02-03,效率低下
2025-04-21 12:28:57.876321,W005,白班,1.68,0.86,上料,正常,2025-02-07,正常
2025-04-21 08:30:01.750743,W005,白班,1.39,0.91,质检,正常,2025-02-07,正常
2025-04-21 09:07:59.016550,W006,白班,0.86,0.8,上料,正常,2024-12-29,需要培训
2025-04-21 09:19:50.249543,W006,白班,1.17,0.79,质检,正常,2024-12-29,需要培训
2025-04-21 14:38:06.081007,W006,白班,1.0,0.73,调试,正常,2024-12-29,效率低下|需要培训
2025-04-21 12:08:43.100896,W006,白班,1.9,0.76,维护,正常,2024-12-29,需要培训
2025-04-21 08:40:53.157580,W007,白班,0.99,0.81,调试,正常,2025-02-27,正常
2025-04-21 13:05:49.600045,W007,白班,0.89,0.69,上料,正常,2025-02-27,效率低下
2025-04-21 10:41:55.532710,W008,白班,1.19,0.7,质检,正常,2024-11-12,效率低下|需要培训
2025-04-21 08:07:46.723738,W008,白班,0.58,0.73,质检,正常,2024-11-12,效率低下|需要培训
2025-04-21 13:51:08.845653,W008,白班,0.51,0.67,维护,正常,2024-11-12,效率低下|需要培训
2025-04-21 09:21:18.994221,W009,白班,1.03,0.83,质检,正常,2024-12-05,需要培训
2025-04-21 12:23:07.625947,W009,白班,1.05,0.77,调试,正常,2024-12-05,需要培训
2025-04-21 11:47:22.735428,W010,白班,1.45,0.86,调试,正常,2024-12-14,需要培训
2025-04-21 11:26:00.680917,W010,白班,1.88,0.86,下料,正常,2024-12-14,需要培训
2025-04-21 21:10:15.430674,W001,夜班,1.02,0.57,质检,正常,2025-02-04,效率低下
2025-04-21 19:49:03.643552,W001,夜班,0.85,0.59,下料,正常,2025-02-04,效率低下
2025-04-21 22:53:43.074505,W001,夜班,0.95,0.55,下料,异常,2025-02-04,效率低下
2025-04-21 23:26:55.722525,W002,夜班,0.65,0.58,调试,正常,2025-02-28,效率低下
2025-04-21 18:09:13.593340,W002,夜班,1.58,0.74,维护,正常,2025-02-28,效率低下
2025-04-21 19:08:52.603571,W002,夜班,1.8,0.71,维护,正常,2025-02-28,效率低下
2025-04-21 16:59:05.632101,W003,白班,1.7,0.69,上料,异常,2024-10-21,效率低下|需要培训
2025-04-21 20:19:03.530791,W003,夜班,1.59,0.57,维护,正常,2024-10-21,效率低下|需要培训
2025-04-21 23:15:42.526471,W004,夜班,0.54,0.53,上料,正常,2025-02-03,效率低下
2025-04-21 20:08:01.004604,W004,夜班,1.03,0.6,下料,正常,2025-02-03,效率低下
2025-04-21 18:30:45.423577,W004,夜班,1.41,0.64,下料,异常,2025-02-03,效率低下
2025-04-21 23:24:08.936334,W005,夜班,0.65,0.74,下料,正常,2025-02-07,效率低下
2025-04-21 16:49:25.245785,W005,白班,1.83,0.9,维护,正常,2025-02-07,正常
2025-04-21 20:00:19.097135,W006,夜班,1.38,0.68,维护,正常,2024-12-29,效率低下|需要培训
2025-04-21 19:24:29.670672,W006,夜班,0.83,0.69,下料,正常,2024-12-29,效率低下|需要培训
2025-04-21 23:38:14.277005,W006,夜班,1.69,0.64,调试,正常,2024-12-29,效率低下|需要培训
2025-04-21 23:08:07.906425,W007,夜班,1.1,0.57,上料,正常,2025-02-27,效率低下
2025-04-21 23:35:15.606196,W007,夜班,0.64,0.56,质检,正常,2025-02-27,效率低下
2025-04-21 21:51:41.055995,W007,夜班,1.75,0.6,上料,正常,2025-02-27,效率低下
2025-04-21 20:51:22.249678,W008,夜班,0.59,0.61,质检,正常,2024-11-12,效率低下|需要培训
2025-04-21 21:25:20.090578,W008,夜班,1.27,0.6,上料,正常,2024-11-12,效率低下|需要培训
2025-04-21 23:12:27.573018,W008,夜班,1.05,0.58,调试,正常,2024-11-12,效率低下|需要培训
2025-04-21 17:45:47.452700,W009,白班,1.98,0.82,下料,正常,2024-12-05,需要培训
2025-04-21 20:30:28.806951,W009,夜班,0.58,0.69,上料,正常,2024-12-05,效率低下|需要培训
2025-04-21 19:08:53.474237,W010,夜班,1.18,0.78,上料,正常,2024-12-14,需要培训
2025-04-21 20:00:59.674974,W010,夜班,0.58,0.77,调试,正常,2024-12-14,需要培训
2025-04-22 07:18:53.090463,W001,白班,1.14,0.6,下料,正常,2025-02-04,效率低下
2025-04-22 04:07:26.421956,W001,夜班,1.7,0.59,质检,正常,2025-02-04,效率低下
2025-04-22 05:23:04.187854,W002,夜班,0.98,0.64,维护,正常,2025-02-28,效率低下
2025-04-22 02:58:42.282372,W002,夜班,1.04,0.71,质检,正常,2025-02-28,效率低下
2025-04-22 03:08:44.631395,W002,夜班,1.86,0.71,维护,异常,2025-02-28,效率低下
2025-04-22 07:29:59.656074,W002,白班,1.56,0.64,调试,正常,2025-02-28,效率低下
2025-04-22 06:16:08.127293,W003,白班,1.51,0.6,质检,正常,2024-10-21,效率低下|需要培训
2025-04-22 04:14:08.674213,W003,夜班,0.88,0.57,质检,正常,2024-10-21,效率低下|需要培训
2025-04-22 00:13:59.248061,W003,夜班,1.61,0.63,质检,正常,2024-10-21,效率低下|需要培训
2025-04-22 01:29:53.783588,W003,夜班,1.11,0.61,质检,正常,2024-10-21,效率低下|需要培训
2025-04-22 05:06:48.534315,W004,夜班,0.64,0.58,维护,正常,2025-02-03,效率低下
2025-04-22 06:07:35.328859,W004,白班,1.71,0.62,质检,正常,2025-02-03,效率低下
2025-04-22 01:27:44.640236,W004,夜班,0.79,0.67,下料,正常,2025-02-03,效率低下
2025-04-22 06:18:12.348658,W005,白班,0.88,0.84,调试,正常,2025-02-07,正常
2025-04-22 06:51:46.395716,W005,白班,1.84,0.83,质检,正常,2025-02-07,正常
2025-04-22 01:40:31.240247,W005,夜班,0.85,0.8,维护,正常,2025-02-07,正常
2025-04-22 07:56:09.350571,W005,白班,0.81,0.82,上料,正常,2025-02-07,正常
2025-04-22 06:26:16.231021,W006,白班,1.27,0.73,下料,正常,2024-12-29,效率低下|需要培训
2025-04-22 01:32:02.183093,W006,夜班,0.86,0.71,调试,正常,2024-12-29,效率低下|需要培训
2025-04-22 04:28:25.958156,W007,夜班,1.68,0.64,上料,正常,2025-02-27,效率低下
2025-04-22 07:49:41.000443,W007,白班,1.54,0.62,下料,正常,2025-02-27,效率低下
2025-04-22 01:45:23.133548,W007,夜班,1.89,0.71,调试,正常,2025-02-27,效率低下
2025-04-22 02:06:14.676414,W007,夜班,1.31,0.7,质检,正常,2025-02-27,效率低下
2025-04-22 04:04:18.370908,W008,夜班,0.72,0.62,质检,正常,2024-11-12,效率低下|需要培训
2025-04-22 03:59:00.481055,W008,夜班,1.82,0.62,维护,正常,2024-11-12,效率低下|需要培训
2025-04-22 00:02:05.783728,W008,夜班,1.85,0.66,质检,正常,2024-11-12,效率低下|需要培训
2025-04-22 02:37:48.229872,W008,夜班,1.35,0.63,调试,正常,2024-11-12,效率低下|需要培训
2025-04-22 02:56:00.586949,W009,夜班,1.19,0.72,上料,正常,2024-12-05,效率低下|需要培训
2025-04-22 03:32:11.518039,W009,夜班,1.14,0.71,下料,正常,2024-12-05,效率低下|需要培训
2025-04-22 01:33:42.303405,W010,夜班,0.72,0.8,上料,正常,2024-12-14,需要培训
2025-04-22 00:50:25.322393,W010,夜班,0.94,0.81,下料,正常,2024-12-14,需要培训
2025-04-22 04:33:49.882690,W010,夜班,0.97,0.76,调试,正常,2024-12-14,需要培训
2025-04-22 05:31:21.805035,W010,夜班,0.57,0.75,下料,正常,2024-12-14,需要培训
2025-04-22 15:50:25.276168,W001,白班,1.95,0.59,上料,正常,2025-02-04,效率低下
2025-04-22 08:00:28.469014,W001,白班,1.44,0.71,调试,正常,2025-02-04,效率低下
2025-04-22 08:34:27.290504,W001,白班,0.89,0.7,质检,异常,2025-02-04,效率低下
2025-04-22 14:01:28.154532,W002,白班,1.42,0.69,质检,正常,2025-02-28,效率低下
2025-04-22 14:52:14.542789,W002,白班,0.87,0.67,上料,正常,2025-02-28,效率低下
2025-04-22 10:52:50.170669,W002,白班,1.95,0.8,质检,正常,2025-02-28,正常
2025-04-22 10:47:19.353105,W002,白班,1.57,0.8,上料,正常,2025-02-28,正常
2025-04-22 08:12:46.379059,W003,白班,1.98,0.7,上料,正常,2024-10-21,效率低下|需要培训
2025-04-22 11:09:02.193737,W003,白班,1.2,0.65,维护,正常,2024-10-21,效率低下|需要培训
2025-04-22 15:35:28.057048,W003,白班,0.79,0.58,维护,正常,2024-10-21,效率低下|需要培训
2025-04-22 13:19:22.452888,W004,白班,1.67,0.64,上料,正常,2025-02-03,效率低下
2025-04-22 13:19:51.154477,W004,白班,0.54,0.64,调试,正常,2025-02-03,效率低下
2025-04-22 11:37:46.730579,W005,白班,1.64,0.87,质检,正常,2025-02-07,正常
2025-04-22 08:27:34.125274,W005,白班,1.28,0.91,维护,正常,2025-02-07,正常
2025-04-22 14:07:26.145448,W005,白班,0.97,0.84,质检,正常,2025-02-07,正常
2025-04-22 10:22:48.886789,W005,白班,1.14,0.89,调试,正常,2025-02-07,正常
2025-04-22 11:24:59.890333,W006,白班,0.54,0.77,下料,正常,2024-12-29,需要培训
2025-04-22 10:16:18.682235,W006,白班,1.14,0.78,维护,正常,2024-12-29,需要培训
2025-04-22 11:26:34.715670,W007,白班,0.9,0.74,下料,正常,2025-02-27,效率低下
2025-04-22 09:01:34.658182,W007,白班,1.35,0.8,调试,正常,2025-02-27,正常
2025-04-22 15:51:45.815849,W007,白班,0.96,0.61,调试,正常,2025-02-27,效率低下
2025-04-22 13:58:48.086802,W008,白班,0.77,0.66,质检,正常,2024-11-12,效率低下|需要培训
2025-04-22 11:05:24.690472,W008,白班,1.3,0.7,上料,正常,2024-11-12,效率低下|需要培训
2025-04-22 13:24:03.629481,W009,白班,1.06,0.75,下料,正常,2024-12-05,效率低下|需要培训
2025-04-22 12:04:36.048465,W009,白班,0.75,0.77,下料,正常,2024-12-05,需要培训
2025-04-22 12:47:40.441795,W009,白班,1.67,0.76,维护,正常,2024-12-05,需要培训
2025-04-22 08:47:51.903490,W010,白班,1.16,0.9,上料,正常,2024-12-14,需要培训
2025-04-22 12:41:25.871799,W010,白班,1.22,0.85,上料,正常,2024-12-14,需要培训
2025-04-22 11:00:03.261060,W010,白班,0.93,0.87,调试,正常,2024-12-14,需要培训
2025-04-22 18:41:39.463808,W001,夜班,0.52,0.6,下料,正常,2025-02-04,效率低下
2025-04-22 23:59:11.819117,W001,夜班,0.84,0.53,调试,正常,2025-02-04,效率低下
2025-04-22 18:12:58.569164,W001,夜班,1.3,0.61,质检,正常,2025-02-04,效率低下
2025-04-22 21:38:29.465324,W002,夜班,0.86,0.64,维护,正常,2025-02-28,效率低下
2025-04-22 23:29:56.164659,W002,夜班,0.73,0.58,质检,正常,2025-02-28,效率低下
2025-04-22 20:17:22.194068,W002,夜班,1.38,0.68,质检,正常,2025-02-28,效率低下
2025-04-22 19:18:28.146321,W002,夜班,1.94,0.7,调试,正常,2025-02-28,效率低下
2025-04-22 21:47:59.982670,W003,夜班,0.93,0.55,调试,正常,2024-10-21,效率低下|需要培训
2025-04-22 16:22:33.948953,W003,白班,1.55,0.7,下料,正常,2024-10-21,效率低下|需要培训
2025-04-22 21:16:27.638614,W004,夜班,1.8,0.58,下料,正常,2025-02-03,效率低下
2025-04-22 19:44:58.973685,W004,夜班,1.38,0.61,调试,正常,2025-02-03,效率低下
2025-04-22 23:58:42.329245,W004,夜班,1.24,0.51,下料,异常,2025-02-03,效率低下
2025-04-22 22:50:05.660538,W004,夜班,0.53,0.54,维护,正常,2025-02-03,效率低下
2025-04-22 19:29:21.234799,W005,夜班,0.66,0.78,上料,正常,2025-02-07,正常
2025-04-22 23:23:15.886343,W005,夜班,0.71,0.74,上料,正常,2025-02-07,效率低下
2025-04-22 19:07:21.401416,W005,夜班,0.94,0.79,质检,正常,2025-02-07,正常
2025-04-22 16:53:51.441580,W006,白班,1.24,0.8,下料,异常,2024-12-29,需要培训
2025-04-22 18:03:47.064371,W006,夜班,1.51,0.71,下料,正常,2024-12-29,效率低下|需要培训
2025-04-22 23:40:06.793506,W006,夜班,1.68,0.64,调试,正常,2024-12-29,效率低下|需要培训
2025-04-22 19:55:18.135926,W007,夜班,1.19,0.65,下料,正常,2025-02-27,效率低下
2025-04-22 21:57:24.519509,W007,夜班,0.83,0.6,下料,正常,2025-02-27,效率低下
2025-04-22 22:30:20.774152,W007,夜班,1.68,0.59,质检,正常,2025-02-27,效率低下
2025-04-22 19:08:47.119909,W008,夜班,1.61,0.63,维护,异常,2024-11-12,效率低下|需要培训
2025-04-22 18:56:42.784816,W008,夜班,1.98,0.63,上料,正常,2024-11-12,效率低下|需要培训
2025-04-22 19:56:06.795589,W008,夜班,0.97,0.62,下料,正常,2024-11-12,效率低下|需要培训
2025-04-22 19:35:21.381406,W009,夜班,1.29,0.7,维护,正常,2024-12-05,效率低下|需要培训
2025-04-22 17:54:12.476314,W009,白班,0.93,0.81,上料,正常,2024-12-05,需要培训
2025-04-22 19:03:36.189226,W009,夜班,1.76,0.71,调试,正常,2024-12-05,效率低下|需要培训
2025-04-22 23:26:37.807697,W009,夜班,1.74,0.64,调试,正常,2024-12-05,效率低下|需要培训
2025-04-22 23:12:14.203392,W010,夜班,1.97,0.73,维护,异常,2024-12-14,效率低下|需要培训
2025-04-22 22:22:26.173019,W010,夜班,0.79,0.74,上料,正常,2024-12-14,效率低下|需要培训
2025-04-22 23:00:22.699767,W010,夜班,1.16,0.73,上料,正常,2024-12-14,效率低下|需要培训
2025-04-23 07:41:37.203704,W001,白班,1.21,0.6,调试,正常,2025-02-04,效率低下
2025-04-23 05:16:12.143578,W001,夜班,0.83,0.57,维护,正常,2025-02-04,效率低下
2025-04-23 01:02:43.038559,W001,夜班,1.55,0.63,质检,正常,2025-02-04,效率低下
2025-04-23 04:41:03.282932,W002,夜班,1.36,0.66,质检,异常,2025-02-28,效率低下
2025-04-23 06:37:03.301030,W002,白班,1.41,0.67,下料,正常,2025-02-28,效率低下
2025-04-23 00:25:33.458904,W002,夜班,1.49,0.79,维护,正常,2025-02-28,正常
2025-04-23 05:57:06.894823,W002,夜班,0.59,0.63,调试,正常,2025-02-28,效率低下
2025-04-23 07:30:05.778684,W003,白班,0.85,0.58,质检,正常,2024-10-21,效率低下|需要培训
2025-04-23 01:16:29.793707,W003,夜班,1.07,0.62,调试,正常,2024-10-21,效率低下|需要培训
2025-04-23 01:35:09.249182,W003,夜班,1.13,0.61,上料,正常,2024-10-21,效率低下|需要培训
2025-04-23 01:07:15.568827,W004,夜班,1.58,0.68,调试,正常,2025-02-03,效率低下
2025-04-23 05:21:07.402263,W004,夜班,1.35,0.57,下料,正常,2025-02-03,效率低下
2025-04-23 00:35:54.759630,W004,夜班,1.34,0.69,下料,正常,2025-02-03,效率低下
2025-04-23 07:02:04.049997,W005,白班,1.72,0.83,下料,正常,2025-02-07,正常
2025-04-23 03:55:18.085089,W005,夜班,0.91,0.78,维护,正常,2025-02-07,正常
2025-04-23 03:35:15.983937,W005,夜班,1.87,0.78,上料,正常,2025-02-07,正常
2025-04-23 04:04:38.266626,W005,夜班,1.87,0.78,质检,正常,2025-02-07,正常
2025-04-23 04:04:39.604647,W006,夜班,0.72,0.68,质检,正常,2024-12-29,效率低下|需要培训
2025-04-23 01:36:32.011326,W006,夜班,0.68,0.71,调试,正常,2024-12-29,效率低下|需要培训
2025-04-23 07:37:37.237890,W007,白班,1.85,0.62,质检,正常,2025-02-27,效率低下
2025-04-23 05:24:00.499889,W007,夜班,1.99,0.61,调试,正常,2025-02-27,效率低下
2025-04-23 02:26:11.899357,W007,夜班,0.95,0.69,维护,正常,2025-02-27,效率低下
2025-04-23 06:08:37.477519,W008,白班,1.88,0.66,质检,正常,2024-11-12,效率低下|需要培训
2025-04-23 02:01:04.743161,W008,夜班,0.78,0.64,下料,正常,2024-11-12,效率低下|需要培训
2025-04-23 07:14:36.917843,W008,白班,1.73,0.65,维护,正常,2024-11-12,效率低下|需要培训
2025-04-23 02:07:50.383541,W009,夜班,1.49,0.73,维护,正常,2024-12-05,效率低下|需要培训
2025-04-23 00:52:35.151241,W009,夜班,1.31,0.75,维护,正常,2024-12-05,需要培训
2025-04-23 06:08:23.394358,W010,白班,1.73,0.83,质检,正常,2024-12-14,需要培训
2025-04-23 03:00:14.949132,W010,夜班,0.96,0.78,维护,正常,2024-12-14,需要培训
2025-04-23 04:55:33.535702,W010,夜班,0.73,0.76,维护,正常,2024-12-14,需要培训
2025-04-23 09:02:59.467335,W001,白班,1.86,0.7,下料,正常,2025-02-04,效率低下
2025-04-23 09:23:57.260573,W001,白班,0.87,0.69,质检,正常,2025-02-04,效率低下
2025-04-23 08:24:56.236535,W002,白班,1.49,0.88,质检,正常,2025-02-28,正常
2025-04-23 11:41:22.072136,W002,白班,1.04,0.77,上料,正常,2025-02-28,正常
2025-04-23 08:00:08.759256,W003,白班,0.54,0.71,调试,正常,2024-10-21,效率低下|需要培训
2025-04-23 11:28:02.127661,W003,白班,1.55,0.65,下料,正常,2024-10-21,效率低下|需要培训
2025-04-23 11:32:12.191910,W004,白班,0.68,0.69,上料,正常,2025-02-03,效率低下
2025-04-23 11:38:49.569695,W004,白班,1.93,0.68,调试,正常,2025-02-03,效率低下
2025-04-23 13:27:10.028880,W004,白班,1.32,0.63,质检,正常,2025-02-03,效率低下
2025-04-23 08:13:52.956065,W004,白班,1.17,0.77,下料,正常,2025-02-03,正常
2025-04-23 11:37:22.781588,W005,白班,0.61,0.87,调试,正常,2025-02-07,正常
2025-04-23 12:49:03.031074,W005,白班,1.45,0.85,上料,正常,2025-02-07,正常
2025-04-23 09:13:52.421913,W005,白班,1.96,0.9,质检,正常,2025-02-07,正常
2025-04-23 11:25:22.703719,W006,白班,0.74,0.77,维护,正常,2024-12-29,需要培训
2025-04-23 08:14:36.876292,W006,白班,0.95,0.81,下料,正常,2024-12-29,需要培训
2025-04-23 15:33:37.419483,W006,白班,1.32,0.71,质检,正常,2024-12-29,效率低下|需要培训
2025-04-23 15:19:52.836009,W007,白班,1.32,0.63,上料,正常,2025-02-27,效率低下
2025-04-23 09:12:40.119084,W007,白班,1.66,0.8,质检,正常,2025-02-27,正常
2025-04-23 13:45:42.769249,W007,白班,0.67,0.67,维护,正常,2025-02-27,效率低下
2025-04-23 12:55:31.088977,W007,白班,0.6,0.7,上料,正常,2025-02-27,效率低下
2025-04-23 09:18:16.474009,W008,白班,1.37,0.72,质检,正常,2024-11-12,效率低下|需要培训
2025-04-23 11:07:45.337452,W008,白班,1.93,0.7,下料,正常,2024-11-12,效率低下|需要培训
2025-04-23 08:08:07.282311,W008,白班,1.22,0.73,调试,正常,2024-11-12,效率低下|需要培训
2025-04-23 09:07:15.811525,W009,白班,1.42,0.83,上料,正常,2024-12-05,需要培训
2025-04-23 11:57:54.588554,W009,白班,0.99,0.78,质检,正常,2024-12-05,需要培训
2025-04-23 11:35:55.992251,W009,白班,1.97,0.78,上料,正常,2024-12-05,需要培训
2025-04-23 08:04:56.706462,W009,白班,1.63,0.85,质检,正常,2024-12-05,需要培训
2025-04-23 14:12:43.014465,W010,白班,1.75,0.83,质检,正常,2024-12-14,需要培训
2025-04-23 14:21:44.576679,W010,白班,1.97,0.82,上料,正常,2024-12-14,需要培训
2025-04-23 10:02:15.515158,W010,白班,1.03,0.88,维护,正常,2024-12-14,需要培训
2025-04-23 09:42:21.822881,W010,白班,1.3,0.89,下料,正常,2024-12-14,需要培训
2025-04-23 17:00:26.775814,W001,白班,1.84,0.7,质检,正常,2025-02-04,效率低下
2025-04-23 21:56:14.219710,W001,夜班,1.57,0.56,下料,正常,2025-02-04,效率低下
2025-04-23 22:21:36.640298,W002,夜班,0.98,0.61,下料,正常,2025-02-28,效率低下
2025-04-23 21:43:25.684852,W002,夜班,1.07,0.63,质检,正常,2025-02-28,效率低下
2025-04-23 17:44:56.148828,W003,白班,0.68,0.68,上料,正常,2024-10-21,效率低下|需要培训
2025-04-23 17:01:02.178365,W003,白班,0.92,0.69,上料,正常,2024-10-21,效率低下|需要培训
2025-04-23 19:43:22.350796,W003,夜班,0.69,0.58,上料,正常,2024-10-21,效率低下|需要培训
2025-04-23 23:04:34.382247,W003,夜班,1.9,0.53,维护,正常,2024-10-21,效率低下|需要培训
2025-04-23 18:11:17.703875,W004,夜班,1.6,0.65,调试,正常,2025-02-03,效率低下
2025-04-23 21:12:34.393525,W004,夜班,1.33,0.58,下料,正常,2025-02-03,效率低下
2025-04-23 16:34:14.366676,W004,白班,1.14,0.76,维护,正常,2025-02-03,正常
2025-04-23 16:42:19.347776,W004,白班,1.19,0.76,质检,正常,2025-02-03,正常
2025-04-23 22:33:17.310525,W005,夜班,1.39,0.75,上料,正常,2025-02-07,效率低下
2025-04-23 18:12:34.843638,W005,夜班,1.57,0.8,维护,正常,2025-02-07,正常
2025-04-23 20:40:35.262907,W006,夜班,0.97,0.68,下料,正常,2024-12-29,效率低下|需要培训
2025-04-23 22:39:02.695676,W006,夜班,1.17,0.65,质检,正常,2024-12-29,效率低下|需要培训
2025-04-23 20:08:27.636322,W006,夜班,1.67,0.68,维护,正常,2024-12-29,效率低下|需要培训
2025-04-23 23:31:26.306154,W007,夜班,0.86,0.56,质检,正常,2025-02-27,效率低下
2025-04-23 21:51:16.661803,W007,夜班,0.91,0.6,调试,正常,2025-02-27,效率低下
2025-04-23 19:51:12.947909,W007,夜班,0.71,0.65,上料,正常,2025-02-27,效率低下
2025-04-23 19:03:25.164783,W007,夜班,1.88,0.67,调试,正常,2025-02-27,效率低下
2025-04-23 21:49:17.820787,W008,夜班,0.77,0.6,调试,正常,2024-11-12,效率低下|需要培训
2025-04-23 21:41:23.485615,W008,夜班,0.93,0.6,质检,正常,2024-11-12,效率低下|需要培训
2025-04-23 22:36:41.888712,W008,夜班,1.06,0.59,下料,正常,2024-11-12,效率低下|需要培训
2025-04-23 21:35:23.060059,W008,夜班,1.86,0.6,下料,正常,2024-11-12,效率低下|需要培训
2025-04-23 17:01:09.403603,W009,白班,0.72,0.83,下料,正常,2024-12-05,需要培训
2025-04-23 19:29:13.421926,W009,夜班,0.94,0.71,下料,正常,2024-12-05,效率低下|需要培训
2025-04-23 20:36:32.040772,W009,夜班,0.59,0.69,质检,正常,2024-12-05,效率低下|需要培训
2025-04-23 18:46:11.786633,W009,夜班,1.4,0.72,下料,正常,2024-12-05,效率低下|需要培训
2025-04-23 22:41:51.786425,W010,夜班,1.43,0.74,质检,正常,2024-12-14,效率低下|需要培训
2025-04-23 18:22:38.745857,W010,夜班,0.98,0.79,上料,正常,2024-12-14,需要培训
2025-04-23 16:16:55.288164,W010,白班,1.09,0.91,下料,正常,2024-12-14,需要培训
2025-04-24 02:42:37.921481,W001,夜班,1.1,0.6,维护,正常,2025-02-04,效率低下
2025-04-24 03:02:12.562539,W001,夜班,1.1,0.6,上料,正常,2025-02-04,效率低下
2025-04-24 04:12:07.290913,W001,夜班,1.73,0.58,下料,正常,2025-02-04,效率低下
2025-04-24 00:37:53.678395,W001,夜班,1.56,0.63,下料,正常,2025-02-04,效率低下
2025-04-24 03:53:10.497666,W002,夜班,1.21,0.69,质检,正常,2025-02-28,效率低下
2025-04-24 03:08:27.367950,W002,夜班,1.18,0.71,上料,正常,2025-02-28,效率低下
2025-04-24 01:41:58.163890,W003,夜班,1.34,0.61,下料,正常,2024-10-21,效率低下|需要培训
2025-04-24 05:10:37.586156,W003,夜班,1.81,0.56,下料,正常,2024-10-21,效率低下|需要培训
2025-04-24 04:18:42.025629,W003,夜班,1.73,0.57,质检,正常,2024-10-21,效率低下|需要培训
2025-04-24 03:31:18.035224,W004,夜班,1.67,0.62,上料,正常,2025-02-03,效率低下
2025-04-24 02:21:27.417831,W004,夜班,0.68,0.65,维护,正常,2025-02-03,效率低下
2025-04-24 03:55:56.521532,W004,夜班,0.54,0.61,下料,正常,2025-02-03,效率低下
2025-04-24 04:59:10.454507,W004,夜班,0.87,0.58,上料,正常,2025-02-03,效率低下
2025-04-24 07:12:00.829600,W005,白班,1.58,0.82,上料,正常,2025-02-07,正常
2025-04-24 02:41:13.378760,W005,夜班,1.78,0.79,质检,正常,2025-02-07,正常
2025-04-24 06:36:00.170994,W005,白班,0.55,0.83,维护,正常,2025-02-07,正常
2025-04-24 04:57:20.854979,W006,夜班,1.48,0.67,下料,正常,2024-12-29,效率低下|需要培训
2025-04-24 07:20:57.760143,W006,白班,1.96,0.72,上料,正常,2024-12-29,效率低下|需要培训
2025-04-24 01:39:52.593923,W007,夜班,1.93,0.71,上料,正常,2025-02-27,效率低下
2025-04-24 07:13:36.435072,W007,白班,0.57,0.63,维护,正常,2025-02-27,效率低下
2025-04-24 02:37:01.807958,W008,夜班,0.82,0.63,下料,正常,2024-11-12,效率低下|需要培训
2025-04-24 06:45:17.504797,W008,白班,0.51,0.65,质检,正常,2024-11-12,效率低下|需要培训
2025-04-24 03:46:14.864958,W008,夜班,1.76,0.62,上料,正常,2024-11-12,效率低下|需要培训
2025-04-24 02:23:56.831312,W009,夜班,1.98,0.72,下料,正常,2024-12-05,效率低下|需要培训
2025-04-24 05:15:08.330652,W009,夜班,1.22,0.68,上料,正常,2024-12-05,效率低下|需要培训
2025-04-24 02:30:58.113108,W009,夜班,0.72,0.72,上料,正常,2024-12-05,效率低下|需要培训
2025-04-24 01:11:18.303242,W009,夜班,0.84,0.75,下料,正常,2024-12-05,效率低下|需要培训
2025-04-24 07:55:19.492244,W010,白班,0.62,0.8,下料,正常,2024-12-14,需要培训
2025-04-24 01:57:46.527269,W010,夜班,1.49,0.8,下料,异常,2024-12-14,需要培训
2025-04-24 05:20:07.116123,W010,夜班,1.18,0.75,上料,正常,2024-12-14,需要培训
2025-04-24 07:56:02.266915,W010,白班,1.23,0.8,调试,正常,2024-12-14,需要培训
2025-04-24 15:00:03.048989,W001,白班,1.02,0.61,质检,异常,2025-02-04,效率低下
2025-04-24 09:42:50.867542,W001,白班,1.31,0.69,调试,正常,2025-02-04,效率低下
2025-04-24 15:45:09.099294,W002,白班,1.11,0.64,维护,正常,2025-02-28,效率低下
2025-04-24 13:59:16.737680,W002,白班,1.1,0.69,上料,正常,2025-02-28,效率低下
2025-04-24 08:43:05.449409,W002,白班,1.97,0.87,质检,正常,2025-02-28,正常
2025-04-24 08:19:05.280108,W002,白班,0.86,0.88,质检,正常,2025-02-28,正常
2025-04-24 15:46:24.067728,W003,白班,0.97,0.58,质检,正常,2024-10-21,效率低下|需要培训
2025-04-24 09:32:17.641423,W003,白班,1.25,0.68,下料,正常,2024-10-21,效率低下|需要培训
2025-04-24 08:20:34.187431,W004,白班,0.87,0.77,下料,正常,2025-02-03,正常
2025-04-24 15:08:43.633427,W004,白班,1.25,0.59,维护,正常,2025-02-03,效率低下
2025-04-24 14:02:25.929348,W005,白班,1.66,0.84,维护,正常,2025-02-07,正常
2025-04-24 15:45:53.016668,W005,白班,1.93,0.82,调试,正常,2025-02-07,正常
2025-04-24 09:28:24.721224,W005,白班,1.28,0.9,质检,正常,2025-02-07,正常
2025-04-24 08:26:22.262593,W005,白班,0.5,0.91,下料,正常,2025-02-07,正常
2025-04-24 15:05:31.700511,W006,白班,1.63,0.72,质检,正常,2024-12-29,效率低下|需要培训
2025-04-24 15:04:41.483768,W006,白班,1.95,0.72,调试,正常,2024-12-29,效率低下|需要培训
2025-04-24 12:25:15.638640,W006,白班,1.19,0.75,维护,正常,2024-12-29,需要培训
2025-04-24 08:57:22.026061,W006,白班,0.85,0.8,上料,正常,2024-12-29,需要培训
2025-04-24 10:43:52.189400,W007,白班,0.53,0.76,上料,正常,2025-02-27,正常
2025-04-24 14:15:42.667060,W007,白班,0.88,0.66,质检,异常,2025-02-27,效率低下
